FECHA,CORREO,RAZON_SOCIAL,NUMERO_RUC,NOMBRE_ESTABLECIMIENTO,ACTIVIDAD_PRINCIPAL,DEPARTAMENTO,PROVINCIA,DISTRITO,DNI_RESPONSABLE,NOMBRE_RESPONSABLE,TELEFONO_RESPONSABLE,CONSUMO_ELECTRICO_WATT,CONSUMO_AGUA_PROCESO_L,CONSUMO_AGUA_OFICINAS_L,AGUAS_RESIDUALES,UNIDAD_MEDIDA,METODO_CALCULO
6/18/2025 9:53:20,cruzllacsahuanga@gmail.com,Pesquera Hayduk SA,20136165667,Establecimiento_3_5667,Elaboracion de productos alimenticios,Lima,Lima,Surco,45714641,Responsable_Establecimiento_3_5667,91992984,3526283,1891398,96016,178.67,m3,Estimacion
6/23/2025 9:35:52,raysareyesv@gmail.com,Energia Renovable del Sur ,20392847406,Establecimiento_1_7406,Generacion de energia electrica,Lima,Lima,San Isidro,45565618,Responsable_Establecimiento_1_7406,92957347,4796778,871980,100730,2919.01,m3,Medicion directa
7/1/2025 14:22:18,jgarcia.industrial@gmail.com,INDUSTRIAS GARCIA HERMANOS S.R.L,20456789123,Establecimiento_1_9123,Actividad industrial general,Lima,Lima,La Molina,40219666,Responsable_Establecimiento_1_9123,94338422,2185504,1760839,60962,2977.23,m3,Estimacion
7/1/2025 14:22:18,jgarcia.industrial@gmail.com,INDUSTRIAS GARCIA HERMANOS S.R.L,20456789123,Establecimiento_2_9123,Actividad industrial general,Lima,Lima,Lince,45738691,Responsable_Establecimiento_2_9123,97751746,1494042,1091860,70595,435.23,m3,Medicion directa
7/2/2025 10:15:33,mperez.textil@hotmail.com,TEXTIL PERU NORTE S.A.C,20567891234,Establecimiento_1_1234,Fabricacion de productos textiles,Lima,Lima,La Molina,44603688,Responsable_Establecimiento_1_1234,94296436,4007101,1183925,116299,2291.68,m3,Balance hidrico
7/2/2025 10:15:33,mperez.textil@hotmail.com,TEXTIL PERU NORTE S.A.C,20567891234,Establecimiento_2_1234,Fabricacion de productos textiles,Lima,Lima,San Isidro,44133283,Responsable_Establecimiento_2_1234,96119554,2111150,174727,131790,4146.88,m3,Estimacion
7/2/2025 10:15:33,mperez.textil@hotmail.com,TEXTIL PERU NORTE S.A.C,20567891234,Establecimiento_3_1234,Fabricacion de productos textiles,Lima,Callao,La Molina,49670249,Responsable_Establecimiento_3_1234,95474962,1393339,1195341,50059,4527.81,m3,Medicion directa
7/3/2025 16:45:12,rlopez.quimica@yahoo.com,QUIMICA INDUSTRIAL LIMA S.A,20678912345,Establecimiento_1_2345,Fabricacion de productos quimicos basicos,Lima,Callao,Surco,42860716,Responsable_Establecimiento_1_2345,93983522,1868149,137247,109823,1030.18,m3,Estimacion
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_1_3456,Extraccion de minerales no metaliferos,Lima,Lima,Surco,42683073,Responsable_Establecimiento_1_3456,94691700,2072331,1031082,170580,3666.24,m3,Balance hidrico
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_2_3456,Extraccion de minerales no metaliferos,Lima,Lima,Surco,47308760,Responsable_Establecimiento_2_3456,92583979,2278614,1040478,116319,627.47,m3,Medicion directa
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_3_3456,Extraccion de minerales no metaliferos,Lima,Lima,La Molina,43439411,Responsable_Establecimiento_3_3456,94719010,3412931,165288,17718,1318.97,m3,Medicion directa
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_4_3456,Extraccion de minerales no metaliferos,Lima,Callao,Lince,47504135,Responsable_Establecimiento_4_3456,99568370,118872,1291093,157522,3047.66,m3,Medicion directa
7/4/2025 9:30:25,crodriguez.minera@gmail.com,MINERA SAN MARTIN S.A.C,20789123456,Establecimiento_5_3456,Extraccion de minerales no metaliferos,Lima,Callao,San Isidro,42213440,Responsable_Establecimiento_5_3456,92696919,2593478,1898941,177684,1864.65,m3,Estimacion
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_1_4567,Actividad industrial general,Lima,Callao,Lince,46827972,Responsable_Establecimiento_1_4567,94251720,2437835,1563034,110517,2410.3,m3,Estimacion
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_2_4567,Actividad industrial general,Lima,Lima,Lince,43382597,Responsable_Establecimiento_2_4567,95619232,1016558,1057480,180698,3869.87,m3,Estimacion
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_3_4567,Actividad industrial general,Lima,Lima,San Isidro,41001518,Responsable_Establecimiento_3_4567,99906327,3431390,427367,98987,4140.07,m3,Balance hidrico
7/5/2025 13:20:41,lsanchez.alimentaria@outlook.com,ALIMENTOS DEL PACIFICO S.A,20891234567,Establecimiento_4_4567,Actividad industrial general,Lima,Lima,Surco,43418226,Responsable_Establecimiento_4_4567,94259240,3453181,50860,48899,4530.08,m3,Estimacion
7/6/2025 11:55:17,aprojas.construccion@gmail.com,CONSTRUCTORA ROJAS E HIJOS S.R.L,20912345678,Establecimiento_1_5678,Actividad industrial general,Lima,Lima,Lince,45935478,Responsable_Establecimiento_1_5678,98367405,4446801,1688162,46217,4809.44,m3,Medicion directa
7/6/2025 11:55:17,aprojas.construccion@gmail.com,CONSTRUCTORA ROJAS E HIJOS S.R.L,20912345678,Establecimiento_2_5678,Actividad industrial general,Lima,Lima,Surco,40716504,Responsable_Establecimiento_2_5678,91301181,4568656,728084,179845,3682.5,m3,Balance hidrico
7/7/2025 15:10:29,bcastillo.farmaceutica@hotmail.com,FARMACEUTICA CASTILLO S.A.C,20123456789,Establecimiento_1_6789,Actividad industrial general,Lima,Lima,Surco,45175947,Responsable_Establecimiento_1_6789,92031994,3305059,750581,116288,2393.36,m3,Medicion directa
7/8/2025 8:25:36,dmendoza.energia@yahoo.com,ENERGIA SOLAR MENDOZA S.A,20234567891,Establecimiento_1_7891,Generacion de energia electrica,Lima,Lima,Surco,41877215,Responsable_Establecimiento_1_7891,95428205,4105133,300315,79780,2716.38,m3,Estimacion
7/8/2025 8:25:36,dmendoza.energia@yahoo.com,ENERGIA SOLAR MENDOZA S.A,20234567891,Establecimiento_2_7891,Generacion de energia electrica,Lima,Lima,Lince,43381497,Responsable_Establecimiento_2_7891,97754566,1322753,1719097,29552,2683.72,m3,Balance hidrico
7/8/2025 8:25:36,dmendoza.energia@yahoo.com,ENERGIA SOLAR MENDOZA S.A,20234567891,Establecimiento_3_7891,Generacion de energia electrica,Lima,Lima,Surco,46513098,Responsable_Establecimiento_3_7891,98176107,3513763,420625,15959,1879.29,m3,Medicion directa
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_1_8912,Actividad industrial general,Lima,Lima,Lince,40039099,Responsable_Establecimiento_1_8912,96232682,1835302,1575870,59333,328.29,m3,Balance hidrico
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_2_8912,Actividad industrial general,Lima,Lima,Lince,42982676,Responsable_Establecimiento_2_8912,92573757,1004805,1352659,27244,332.4,m3,Estimacion
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_3_8912,Actividad industrial general,Lima,Callao,Lince,45529142,Responsable_Establecimiento_3_8912,95128137,3710326,1004683,82774,4779.37,m3,Medicion directa
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_4_8912,Actividad industrial general,Lima,Lima,Surco,41640998,Responsable_Establecimiento_4_8912,91616492,641233,268293,124410,1474.93,m3,Balance hidrico
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_5_8912,Actividad industrial general,Lima,Lima,San Isidro,44892664,Responsable_Establecimiento_5_8912,95773432,1234762,113829,196296,1227.41,m3,Medicion directa
7/9/2025 12:40:58,egutierrez.petroleo@gmail.com,PETROLERA GUTIERREZ S.A.C,20345678912,Establecimiento_6_8912,Actividad industrial general,Lima,Lima,Lince,45680930,Responsable_Establecimiento_6_8912,95277613,848557,1838076,197599,2159.04,m3,Medicion directa
7/10/2025 17:18:14,fherrera.papel@outlook.com,PAPELERA HERRERA S.A,20456789123,Establecimiento_1_9123,Fabricacion de papel y productos de papel,Lima,Lima,San Isidro,40601467,Responsable_Establecimiento_1_9123,93327475,4597786,1076901,135515,3696.86,m3,Estimacion
7/10/2025 17:18:14,fherrera.papel@outlook.com,PAPELERA HERRERA S.A,20456789123,Establecimiento_2_9123,Fabricacion de papel y productos de papel,Lima,Callao,La Molina,47765060,Responsable_Establecimiento_2_9123,91613113,3009002,1008438,140556,4678.34,m3,Medicion directa
7/11/2025 14:35:22,gmorales.cemento@gmail.com,CEMENTOS MORALES S.R.L,20567891234,Establecimiento_1_1234,"Fabricacion de cemento, cal y yeso",Lima,Lima,Surco,47138866,Responsable_Establecimiento_1_1234,97860966,2530299,1228305,108392,2803.52,m3,Estimacion
7/12/2025 10:50:47,hvargas.plasticos@hotmail.com,PLASTICOS VARGAS S.A.C,20678912345,Establecimiento_1_2345,Actividad industrial general,Lima,Lima,Surco,44214746,Responsable_Establecimiento_1_2345,95672403,135461,1572113,97218,926.92,m3,Estimacion
7/12/2025 10:50:47,hvargas.plasticos@hotmail.com,PLASTICOS VARGAS S.A.C,20678912345,Establecimiento_2_2345,Actividad industrial general,Lima,Lima,La Molina,49864969,Responsable_Establecimiento_2_2345,98172515,1055611,382300,76947,4605.2,m3,Medicion directa
7/12/2025 10:50:47,hvargas.plasticos@hotmail.com,PLASTICOS VARGAS S.A.C,20678912345,Establecimiento_3_2345,Actividad industrial general,Lima,Lima,Lince,40010895,Responsable_Establecimiento_3_2345,94133541,195728,408798,131865,2241.78,m3,Medicion directa
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_1_3456,Industria siderurgica,Lima,Lima,La Molina,40170301,Responsable_Establecimiento_1_3456,97292274,2289914,748594,141424,756.42,m3,Balance hidrico
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_2_3456,Industria siderurgica,Lima,Lima,San Isidro,41749729,Responsable_Establecimiento_2_3456,98819210,3084129,869015,53106,4039.99,m3,Estimacion
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_3_3456,Industria siderurgica,Lima,Lima,Lince,48409336,Responsable_Establecimiento_3_3456,94891063,4427003,564850,30906,3133.36,m3,Balance hidrico
7/13/2025 16:12:33,itorres.siderurgica@yahoo.com,SIDERURGICA TORRES S.A,20789123456,Establecimiento_4_3456,Industria siderurgica,Lima,Callao,San Isidro,41224967,Responsable_Establecimiento_4_3456,96322466,1328931,910764,117985,350.56,m3,Medicion directa
7/14/2025 9:28:11,jflores.textil@gmail.com,TEXTILES FLORES S.R.L,20891234567,Establecimiento_1_4567,Fabricacion de productos textiles,Lima,Lima,Surco,41502422,Responsable_Establecimiento_1_4567,97822467,1482961,450626,101548,1510.51,m3,Balance hidrico
7/14/2025 9:28:11,jflores.textil@gmail.com,TEXTILES FLORES S.R.L,20891234567,Establecimiento_2_4567,Fabricacion de productos textiles,Lima,Callao,La Molina,41810035,Responsable_Establecimiento_2_4567,94905248,453489,1575441,151693,346.27,m3,Medicion directa
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_1_5678,Elaboracion de productos alimenticios,Lima,Lima,La Molina,48004710,Responsable_Establecimiento_1_5678,97289380,4836467,589330,52047,2904.03,m3,Medicion directa
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_2_5678,Elaboracion de productos alimenticios,Lima,Lima,Surco,48299425,Responsable_Establecimiento_2_5678,97324147,1915608,815998,178993,423.64,m3,Estimacion
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_3_5678,Elaboracion de productos alimenticios,Lima,Callao,San Isidro,48810867,Responsable_Establecimiento_3_5678,91403197,2457466,1567999,81302,930.59,m3,Medicion directa
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_4_5678,Elaboracion de productos alimenticios,Lima,Lima,Lince,45147382,Responsable_Establecimiento_4_5678,99994300,4732934,921502,158071,3084.96,m3,Medicion directa
7/15/2025 13:45:26,kruiz.agroind@outlook.com,AGROINDUSTRIAL RUIZ S.A.C,20912345678,Establecimiento_5_5678,Elaboracion de productos alimenticios,Lima,Lima,La Molina,40510636,Responsable_Establecimiento_5_5678,98621360,4981819,1299990,160330,3032.8,m3,Balance hidrico
7/16/2025 11:22:39,ldiaz.ceramica@hotmail.com,CERAMICA DIAZ S.A,20123456789,Establecimiento_1_6789,"Fabricacion de cemento, cal y yeso",Lima,Lima,Lince,47199029,Responsable_Establecimiento_1_6789,97666779,879521,671143,13228,1146.39,m3,Estimacion
7/17/2025 15:38:52,mcastro.bebidas@gmail.com,BEBIDAS CASTRO S.R.L,20234567891,Establecimiento_1_7891,Actividad industrial general,Lima,Lima,Lince,44048052,Responsable_Establecimiento_1_7891,92835874,4940705,1829708,117070,3921.18,m3,Medicion directa
7/17/2025 15:38:52,mcastro.bebidas@gmail.com,BEBIDAS CASTRO S.R.L,20234567891,Establecimiento_2_7891,Actividad industrial general,Lima,Lima,San Isidro,47005209,Responsable_Establecimiento_2_7891,95806800,482022,851378,42812,3745.83,m3,Balance hidrico
7/17/2025 15:38:52,mcastro.bebidas@gmail.com,BEBIDAS CASTRO S.R.L,20234567891,Establecimiento_3_7891,Actividad industrial general,Lima,Lima,San Isidro,46254851,Responsable_Establecimiento_3_7891,98899609,2485805,1435051,33124,4479.95,m3,Medicion directa
7/18/2025 8:15:17,njimenez.cuero@yahoo.com,CURTIEMBRE JIMENEZ S.A.C,20345678912,Establecimiento_1_8912,Actividad industrial general,Lima,Lima,La Molina,43529341,Responsable_Establecimiento_1_8912,92484616,4691298,1814787,99665,2761.3,m3,Medicion directa
7/18/2025 8:15:17,njimenez.cuero@yahoo.com,CURTIEMBRE JIMENEZ S.A.C,20345678912,Establecimiento_2_8912,Actividad industrial general,Lima,Callao,Surco,45558667,Responsable_Establecimiento_2_8912,99822832,388018,693047,193724,801.11,m3,Medicion directa
7/19/2025 12:52:44,oramos.madera@outlook.com,MADERERA RAMOS S.A,20456789123,Establecimiento_1_9123,Actividad industrial general,Lima,Lima,San Isidro,49378918,Responsable_Establecimiento_1_9123,94442044,327890,689888,93461,221.28,m3,Medicion directa
7/19/2025 12:52:44,oramos.madera@outlook.com,MADERERA RAMOS S.A,20456789123,Establecimiento_2_9123,Actividad industrial general,Lima,Lima,Surco,49417810,Responsable_Establecimiento_2_9123,96730505,1365637,1491416,79455,1697.49,m3,Medicion directa
7/19/2025 12:52:44,oramos.madera@outlook.com,MADERERA RAMOS S.A,20456789123,Establecimiento_3_9123,Actividad industrial general,Lima,Lima,Surco,42458214,Responsable_Establecimiento_3_9123,92961188,581297,833592,23972,3557.93,m3,Estimacion
7/19/2025 12:52:44,oramos.madera@outlook.com,MADERERA RAMOS S.A,20456789123,Establecimiento_4_9123,Actividad industrial general,Lima,Callao,San Isidro,41897504,Responsable_Establecimiento_4_9123,98189969,4302257,464086,146184,418.73,m3,Medicion directa
7/20/2025 17:19:31,pvaldes.vidrio@gmail.com,VIDRIOS VALDES S.R.L,20567891234,Establecimiento_1_1234,"Fabricacion de cemento, cal y yeso",Lima,Lima,Lince,44570475,Responsable_Establecimiento_1_1234,97147473,3013850,1017379,42389,4253.54,m3,Estimacion
7/21/2025 14:07:16,qortega.detergente@hotmail.com,DETERGENTES ORTEGA S.A.C,20678912345,Establecimiento_1_2345,Fabricacion de pesticidas,Lima,Lima,Surco,46647945,Responsable_Establecimiento_1_2345,93032917,221170,798234,139142,3868.24,m3,Medicion directa
7/21/2025 14:07:16,qortega.detergente@hotmail.com,DETERGENTES ORTEGA S.A.C,20678912345,Establecimiento_2_2345,Fabricacion de pesticidas,Lima,Lima,San Isidro,45704825,Responsable_Establecimiento_2_2345,98062568,3832638,1371705,18526,745.93,m3,Estimacion
7/22/2025 10:33:58,rmiranda.caucho@yahoo.com,CAUCHO MIRANDA S.A,20789123456,Establecimiento_1_3456,Actividad industrial general,Lima,Callao,Surco,41094611,Responsable_Establecimiento_1_3456,92316781,2751754,1718146,14816,3824.7,m3,Medicion directa
7/22/2025 10:33:58,rmiranda.caucho@yahoo.com,CAUCHO MIRANDA S.A,20789123456,Establecimiento_2_3456,Actividad industrial general,Lima,Lima,Lince,49502346,Responsable_Establecimiento_2_3456,94952785,1913946,1036269,32071,1958.64,m3,Balance hidrico
7/22/2025 10:33:58,rmiranda.caucho@yahoo.com,CAUCHO MIRANDA S.A,20789123456,Establecimiento_3_3456,Actividad industrial general,Lima,Lima,Surco,42445701,Responsable_Establecimiento_3_3456,92644822,1004804,310606,146976,1155.24,m3,Estimacion
7/23/2025 16:21:42,snavarro.fertilizante@gmail.com,FERTILIZANTES NAVARRO S.R.L,20891234567,Establecimiento_1_4567,Fabricacion de productos quimicos basicos,Lima,Lima,La Molina,49560136,Responsable_Establecimiento_1_4567,94656509,1772559,665794,18262,216.86,m3,Estimacion
7/24/2025 9:48:29,tguzman.pintura@outlook.com,PINTURAS GUZMAN S.A.C,20912345678,Establecimiento_1_5678,Fabricacion de pinturas,Lima,Callao,San Isidro,42989294,Responsable_Establecimiento_1_5678,93502792,4967595,664274,67141,832.24,m3,Estimacion
7/24/2025 9:48:29,tguzman.pintura@outlook.com,PINTURAS GUZMAN S.A.C,20912345678,Establecimiento_2_5678,Fabricacion de pinturas,Lima,Lima,La Molina,45757553,Responsable_Establecimiento_2_5678,95276252,4924798,1983424,194531,4966.99,m3,Balance hidrico
7/25/2025 13:14:55,uheredia.acero@hotmail.com,ACEROS HEREDIA S.A,20123456789,Establecimiento_1_6789,Fabricacion de productos metalicos,Lima,Lima,San Isidro,47404168,Responsable_Establecimiento_1_6789,92720995,819774,780621,57857,1802.61,m3,Estimacion
7/25/2025 13:14:55,uheredia.acero@hotmail.com,ACEROS HEREDIA S.A,20123456789,Establecimiento_2_6789,Fabricacion de productos metalicos,Lima,Lima,San Isidro,45489019,Responsable_Establecimiento_2_6789,98831079,317180,1142069,58220,3550.85,m3,Medicion directa
7/25/2025 13:14:55,uheredia.acero@hotmail.com,ACEROS HEREDIA S.A,20123456789,Establecimiento_3_6789,Fabricacion de productos metalicos,Lima,Callao,Lince,46978108,Responsable_Establecimiento_3_6789,91134287,3462845,1180490,14295,4329.21,m3,Medicion directa
7/25/2025 13:14:55,uheredia.acero@hotmail.com,ACEROS HEREDIA S.A,20123456789,Establecimiento_4_6789,Fabricacion de productos metalicos,Lima,Callao,Surco,49042957,Responsable_Establecimiento_4_6789,98672492,3400859,882365,69250,4979.05,m3,Estimacion
7/26/2025 11:41:18,vmendez.electronica@gmail.com,ELECTRONICA MENDEZ S.R.L,20234567891,Establecimiento_1_7891,Actividad industrial general,Lima,Callao,Lince,48823103,Responsable_Establecimiento_1_7891,98934440,3133012,242393,183025,2537.31,m3,Balance hidrico
7/27/2025 15:26:33,wparedes.confeccion@yahoo.com,CONFECCIONES PAREDES S.A.C,20345678912,Establecimiento_1_8912,Actividad industrial general,Lima,Lima,San Isidro,42888575,Responsable_Establecimiento_1_8912,95486967,2885532,218824,157179,267.03,m3,Medicion directa
7/27/2025 15:26:33,wparedes.confeccion@yahoo.com,CONFECCIONES PAREDES S.A.C,20345678912,Establecimiento_2_8912,Actividad industrial general,Lima,Lima,Surco,44283708,Responsable_Establecimiento_2_8912,91717350,3488296,1961303,197314,1221.97,m3,Medicion directa
7/27/2025 15:26:33,wparedes.confeccion@yahoo.com,CONFECCIONES PAREDES S.A.C,20345678912,Establecimiento_3_8912,Actividad industrial general,Lima,Lima,Lince,49131306,Responsable_Establecimiento_3_8912,99666930,1585677,940291,67001,673.63,m3,Balance hidrico
7/28/2025 8:53:47,xsalazar.joyeria@outlook.com,JOYERIA SALAZAR S.A,20456789123,Establecimiento_1_9123,Actividad industrial general,Lima,Lima,Lince,48996151,Responsable_Establecimiento_1_9123,93377278,3168421,1547880,19333,1550.52,m3,Estimacion
7/29/2025 12:18:21,yvega.calzado@gmail.com,CALZADOS VEGA S.R.L,20567891234,Establecimiento_1_1234,Actividad industrial general,Lima,Lima,San Isidro,45605104,Responsable_Establecimiento_1_1234,99020361,3782589,144446,84948,3032.29,m3,Balance hidrico
7/29/2025 12:18:21,yvega.calzado@gmail.com,CALZADOS VEGA S.R.L,20567891234,Establecimiento_2_1234,Actividad industrial general,Lima,Callao,La Molina,40009667,Responsable_Establecimiento_2_1234,98364135,3848932,968923,48492,1860.42,m3,Balance hidrico
7/30/2025 17:45:36,zrios.lacteos@hotmail.com,LACTEOS RIOS S.A.C,20678912345,Establecimiento_1_2345,Elaboracion de productos alimenticios,Lima,Callao,La Molina,41912123,Responsable_Establecimiento_1_2345,91862756,2436413,121223,132840,1447.5,m3,Balance hidrico
7/30/2025 17:45:36,zrios.lacteos@hotmail.com,LACTEOS RIOS S.A.C,20678912345,Establecimiento_2_2345,Elaboracion de productos alimenticios,Lima,Lima,La Molina,45408872,Responsable_Establecimiento_2_2345,93386852,4114699,846470,99731,628.05,m3,Medicion directa
7/30/2025 17:45:36,zrios.lacteos@hotmail.com,LACTEOS RIOS S.A.C,20678912345,Establecimiento_3_2345,Elaboracion de productos alimenticios,Lima,Lima,La Molina,43964110,Responsable_Establecimiento_3_2345,93975743,583784,831879,133847,4218.39,m3,Estimacion
7/30/2025 17:45:36,zrios.lacteos@hotmail.com,LACTEOS RIOS S.A.C,20678912345,Establecimiento_4_2345,Elaboracion de productos alimenticios,Lima,Callao,La Molina,46484143,Responsable_Establecimiento_4_2345,94050833,4144669,86020,181931,2594.67,m3,Medicion directa
7/30/2025 17:45:36,zrios.lacteos@hotmail.com,LACTEOS RIOS S.A.C,20678912345,Establecimiento_5_2345,Elaboracion de productos alimenticios,Lima,Lima,Lince,44831431,Responsable_Establecimiento_5_2345,93752065,3516678,344079,89855,852.23,m3,Medicion directa
8/1/2025 14:12:49,acoronel.farmacia@yahoo.com,FARMACIA CORONEL S.A,20789123456,Establecimiento_1_3456,Actividad industrial general,Lima,Lima,San Isidro,49016347,Responsable_Establecimiento_1_3456,96758444,336574,1853860,21276,839.78,m3,Medicion directa
8/2/2025 10:38:14,bcabrera.logistica@gmail.com,LOGISTICA CABRERA S.R.L,20891234567,Establecimiento_1_4567,Actividad industrial general,Lima,Callao,Lince,43551505,Responsable_Establecimiento_1_4567,97791988,2112152,604241,89441,3291.13,m3,Balance hidrico
8/2/2025 10:38:14,bcabrera.logistica@gmail.com,LOGISTICA CABRERA S.R.L,20891234567,Establecimiento_2_4567,Actividad industrial general,Lima,Lima,San Isidro,47636572,Responsable_Establecimiento_2_4567,92152254,4475111,1468870,22187,119.43,m3,Estimacion
8/2/2025 10:38:14,bcabrera.logistica@gmail.com,LOGISTICA CABRERA S.R.L,20891234567,Establecimiento_3_4567,Actividad industrial general,Lima,Lima,San Isidro,45107623,Responsable_Establecimiento_3_4567,95393546,1234638,1399447,174048,4606.49,m3,Balance hidrico
8/2/2025 10:38:14,bcabrera.logistica@gmail.com,LOGISTICA CABRERA S.R.L,20891234567,Establecimiento_4_4567,Actividad industrial general,Lima,Callao,La Molina,46937004,Responsable_Establecimiento_4_4567,92000437,1545918,812858,59936,304.4,m3,Balance hidrico
8/2/2025 10:38:14,bcabrera.logistica@gmail.com,LOGISTICA CABRERA S.R.L,20891234567,Establecimiento_5_4567,Actividad industrial general,Lima,Lima,San Isidro,49112082,Responsable_Establecimiento_5_4567,93400911,3346706,804127,73775,2256.95,m3,Balance hidrico
8/2/2025 10:38:14,bcabrera.logistica@gmail.com,LOGISTICA CABRERA S.R.L,20891234567,Establecimiento_6_4567,Actividad industrial general,Lima,Callao,La Molina,47432365,Responsable_Establecimiento_6_4567,98285618,683625,1393586,14168,1211.79,m3,Estimacion
